ID Empleado,Función,Departamento,Unidad,Educación,Género,Tipo de Trabajo,Modalidad,Fecha Contratación,Estatus,Fecha Baja
2791,Administrativa,Logistica,Baja California,Posgrado,Hombre,Medio Tiempo,Remoto,2018-12-01,Activo,
2792,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2018-12-03,Inactivo,2020-11-18
2793,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2018-12-03,Activo,
2794,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2018-12-04,Activo,
2795,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2018-12-06,Activo,
2796,Administrativa,Ventas y Marketing,Estado de México,Con Grado,Mujer,Parcial,Remoto,2018-12-08,Inactivo,2020-09-03
2797,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Parcial,Presencial,2018-12-09,Activo,
2798,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2018-12-11,Activo,
2799,Administrativa,Logistica,Jalisco,Sin Grado,Mujer,Tiempo Completo,Presencial,2018-12-11,Activo,
2800,Administrativa,Recursos Humanos,Jalisco,Posgrado,Hombre,Medio Tiempo,Remoto,2018-12-12,Activo,
2801,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Parcial,Presencial,2018-12-14,Inactivo,2020-09-02
2802,Administrativa,Logistica,Nuevo León,Con Grado,Mujer,Medio Tiempo,Presencial,2018-12-14,Activo,
2803,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Tiempo Completo,Presencial,2018-12-15,Activo,
2804,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2018-12-16,Activo,
2805,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2018-12-19,Inactivo,2020-09-22
2806,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2018-12-19,Activo,
2807,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Parcial,Remoto,2018-12-20,Activo,
2808,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2018-12-21,Inactivo,2019-10-24
2809,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2018-12-26,Inactivo,2020-09-06
2810,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Parcial,Presencial,2018-12-26,Activo,
2811,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2018-12-27,Activo,
2812,Administrativa,Ventas y Marketing,Baja California,Con Grado,Hombre,Tiempo Completo,Remoto,2018-12-27,Activo,
2813,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2018-12-30,Inactivo,2020-07-21
2814,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2018-12-30,Inactivo,2020-09-18
2815,Administrativa,Logistica,Nuevo León,Sin Grado,Hombre,Medio Tiempo,Presencial,2019-01-02,Inactivo,2020-07-22
2816,Administrativa,Logistica,Jalisco,Sin Grado,Hombre,Tiempo Completo,Presencial,2019-01-02,Activo,
2817,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Remoto,2019-01-02,Activo,
2818,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2019-01-03,Inactivo,2020-07-07
2819,Administrativa,Servicio a cliente,Jalisco,Con Grado,Mujer,Medio Tiempo,Remoto,2019-01-04,Inactivo,2020-07-04
2820,Administrativa,Logistica,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Presencial,2019-01-04,Activo,
2821,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2019-01-05,Activo,
2822,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Parcial,Presencial,2019-01-07,Activo,
2823,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Parcial,Remoto,2019-01-08,Activo,
2824,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Tiempo Completo,Presencial,2019-01-09,Activo,
2825,Administrativa,Ventas y Marketing,Nuevo León,Posgrado,Mujer,Medio Tiempo,Remoto,2019-01-09,Activo,
2826,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Parcial,Presencial,2019-01-12,Inactivo,2019-03-15
2827,Administrativa,Logistica,Nuevo León,Sin Grado,Hombre,Medio Tiempo,Remoto,2019-01-13,Inactivo,2020-03-06
2828,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2019-01-16,Inactivo,2020-07-03
2829,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Parcial,Remoto,2019-01-16,Inactivo,2020-08-29
2830,Administrativa,Logistica,Nuevo León,Posgrado,Hombre,Parcial,Remoto,2019-01-16,Activo,
2831,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Parcial,Presencial,2019-01-17,Activo,
2832,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-01-18,Inactivo,2020-03-10
2833,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2019-01-18,Inactivo,2020-09-26
2834,Administrativa,Ventas y Marketing,Jalisco,Con Grado,Mujer,Parcial,Presencial,2019-01-20,Inactivo,2020-07-01
2835,Administrativa,Logistica,Baja California,Con Grado,Hombre,Tiempo Completo,Remoto,2019-01-20,Activo,
2836,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2019-01-25,Inactivo,2020-11-05
2837,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2019-01-25,Activo,
2838,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Parcial,Presencial,2019-01-26,Activo,
2839,Administrativa,Logistica,Baja California,Posgrado,Mujer,Medio Tiempo,Presencial,2019-01-28,Inactivo,2020-06-16
2840,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Parcial,Presencial,2019-01-29,Activo,
2841,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2019-01-30,Inactivo,2019-07-03
2842,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Parcial,Presencial,2019-01-30,Activo,
2843,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Remoto,2019-01-30,Activo,
2844,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Tiempo Completo,Presencial,2019-02-02,Inactivo,2020-10-22
2845,Administrativa,Ventas y Marketing,Nuevo León,Con Grado,Mujer,Medio Tiempo,Remoto,2019-02-03,Activo,
2846,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Hombre,Medio Tiempo,Remoto,2019-02-04,Activo,
2847,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2019-02-05,Inactivo,2020-04-21
2848,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2019-02-06,Inactivo,2019-05-10
2849,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2019-02-07,Inactivo,2020-08-14
2850,Administrativa,Servicio a cliente,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2019-02-09,Inactivo,2020-09-28
2851,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Remoto,2019-02-11,Inactivo,2020-06-07
2852,Administrativa,Ventas y Marketing,Jalisco,Con Grado,Mujer,Tiempo Completo,Remoto,2019-02-11,Inactivo,2020-10-09
2853,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2019-02-11,Activo,
2854,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Remoto,2019-02-13,Inactivo,2019-10-16
2855,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2019-02-13,Inactivo,2020-08-26
2856,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2019-02-13,Activo,
2857,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2019-02-14,Inactivo,2020-01-23
2858,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2019-02-15,Inactivo,2020-02-26
2859,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Parcial,Presencial,2019-02-15,Inactivo,2020-08-11
2860,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Parcial,Remoto,2019-02-15,Activo,
2861,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Hombre,Tiempo Completo,Remoto,2019-02-16,Activo,
2862,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2019-02-18,Inactivo,2020-01-01
2863,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2019-02-18,Inactivo,2020-09-04
2864,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Hombre,Tiempo Completo,Presencial,2019-02-19,Activo,
2865,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2019-02-21,Activo,
2866,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Parcial,Remoto,2019-02-22,Activo,
2867,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2019-02-24,Activo,
2868,Administrativa,Ventas y Marketing,Estado de México,Sin Grado,Hombre,Tiempo Completo,Remoto,2019-02-25,Inactivo,2020-04-07
2869,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-02-25,Activo,
2870,Administrativa,Logistica,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2019-02-25,Activo,
2871,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Parcial,Remoto,2019-02-27,Inactivo,2020-11-04
2872,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Parcial,Remoto,2019-02-27,Activo,
2873,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2019-03-02,Inactivo,2020-04-07
2874,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Hombre,Medio Tiempo,Remoto,2019-03-03,Inactivo,2020-06-04
2875,Administrativa,Recursos Humanos,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2019-03-03,Inactivo,2020-10-25
2876,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Medio Tiempo,Remoto,2019-03-04,Inactivo,2020-08-14
2877,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Medio Tiempo,Remoto,2019-03-04,Inactivo,2020-11-05
2878,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Remoto,2019-03-05,Inactivo,2019-11-20
2879,Administrativa,Ventas y Marketing,Baja California,Posgrado,Hombre,Parcial,Remoto,2019-03-05,Inactivo,2020-03-14
2880,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-03-05,Inactivo,2020-06-21
2881,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Parcial,Presencial,2019-03-05,Activo,
2882,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2019-03-08,Inactivo,2019-11-03
2883,Administrativa,Servicio a cliente,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-03-08,Inactivo,2020-06-30
2884,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Parcial,Remoto,2019-03-08,Activo,
2885,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2019-03-08,Activo,
2886,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Hombre,Parcial,Presencial,2019-03-09,Inactivo,2020-09-06
2887,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2019-03-09,Activo,
2888,Administrativa,Ventas y Marketing,Estado de México,Con Grado,Hombre,Parcial,Remoto,2019-03-10,Inactivo,2020-11-17
2889,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Tiempo Completo,Presencial,2019-03-11,Inactivo,2020-09-08
2890,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2019-03-12,Inactivo,2020-06-18
2891,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-03-12,Inactivo,2020-11-07
2892,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Hombre,Medio Tiempo,Remoto,2019-03-12,Activo,
2893,Administrativa,Recursos Humanos,Baja California,Posgrado,Hombre,Medio Tiempo,Presencial,2019-03-13,Activo,
2894,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Mujer,Medio Tiempo,Presencial,2019-03-15,Inactivo,2019-11-18
2895,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2019-03-16,Inactivo,2020-03-10
2896,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2019-03-16,Activo,
2897,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2019-03-16,Activo,
2898,Administrativa,Ventas y Marketing,Jalisco,Con Grado,Hombre,Tiempo Completo,Remoto,2019-03-17,Activo,
2899,Administrativa,Servicio a cliente,Jalisco,Con Grado,Mujer,Medio Tiempo,Remoto,2019-03-18,Activo,
2900,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2019-03-19,Inactivo,2020-08-22
2901,Administrativa,Servicio a cliente,Jalisco,Con Grado,Mujer,Parcial,Presencial,2019-03-21,Inactivo,2020-03-25
2902,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Parcial,Remoto,2019-03-21,Inactivo,2020-08-20
2903,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Hombre,Medio Tiempo,Presencial,2019-03-25,Activo,
2904,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Parcial,Presencial,2019-03-26,Inactivo,2020-03-13
2905,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-03-26,Inactivo,2020-04-29
2906,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2019-03-26,Activo,
2907,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2019-03-29,Inactivo,2020-09-21
2908,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2019-03-31,Inactivo,2020-02-16
2909,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-04-01,Inactivo,2020-07-19
2910,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Parcial,Presencial,2019-04-01,Activo,
2911,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Parcial,Remoto,2019-04-02,Inactivo,2020-11-08
2912,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2019-04-03,Activo,
2913,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2019-04-07,Inactivo,2020-06-01
2914,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Tiempo Completo,Presencial,2019-04-07,Inactivo,2020-08-28
2915,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Tiempo Completo,Presencial,2019-04-10,Activo,
2916,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2019-04-12,Inactivo,2020-04-12
2917,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2019-04-14,Inactivo,2020-11-16
2918,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Medio Tiempo,Remoto,2019-04-16,Activo,
2919,Administrativa,Logistica,Baja California,Sin Grado,Hombre,Parcial,Remoto,2019-04-17,Activo,
2920,Administrativa,Servicio a cliente,Estado de México,Con Grado,Mujer,Parcial,Remoto,2019-04-17,Activo,
2921,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2019-04-18,Inactivo,2020-02-20
2922,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Remoto,2019-04-18,Activo,
2923,Administrativa,Ventas y Marketing,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2019-04-20,Inactivo,2020-11-09
2924,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Parcial,Presencial,2019-04-21,Inactivo,2020-07-14
2925,Administrativa,Servicio a cliente,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2019-04-21,Activo,
2926,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2019-04-23,Activo,
2927,Administrativa,Logistica,Nuevo León,Sin Grado,Mujer,Parcial,Presencial,2019-04-24,Inactivo,2020-05-29
2928,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2019-04-26,Activo,
2929,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2019-04-27,Inactivo,2020-09-17
2930,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Parcial,Remoto,2019-04-27,Inactivo,2020-11-02
2931,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2019-04-27,Inactivo,2020-11-19
2932,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2019-04-27,Activo,
2933,Administrativa,Servicio a cliente,Jalisco,Con Grado,Hombre,Tiempo Completo,Presencial,2019-05-02,Inactivo,2020-10-07
2934,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Mujer,Tiempo Completo,Remoto,2019-05-04,Activo,
2935,Administrativa,Ventas y Marketing,Jalisco,Sin Grado,Mujer,Medio Tiempo,Remoto,2019-05-04,Activo,
2936,Operativa,Ingeniería y Tecnología,Baja California,Posgrado,Hombre,Medio Tiempo,Presencial,2019-05-07,Inactivo,2020-03-09
2937,Administrativa,Logistica,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Presencial,2019-05-09,Activo,
2938,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Hombre,Medio Tiempo,Remoto,2019-05-10,Activo,
2939,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Presencial,2019-05-10,Activo,
2940,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Parcial,Presencial,2019-05-11,Inactivo,2020-10-06
2941,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Parcial,Remoto,2019-05-12,Inactivo,2020-07-02
2942,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2019-05-12,Activo,
2943,Operativa,Ingeniería y Tecnología,Nuevo León,Posgrado,Hombre,Medio Tiempo,Presencial,2019-05-13,Inactivo,2020-08-04
2944,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-05-13,Activo,
2945,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2019-05-14,Activo,
2946,Administrativa,Recursos Humanos,Jalisco,Con Grado,Mujer,Parcial,Presencial,2019-05-16,Inactivo,2020-09-20
2947,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2019-05-17,Inactivo,2020-01-03
2948,Administrativa,Recursos Humanos,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2019-05-18,Activo,
2949,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Parcial,Presencial,2019-05-19,Inactivo,2020-11-01
2950,Administrativa,Logistica,Baja California,Sin Grado,Hombre,Parcial,Remoto,2019-05-21,Inactivo,2020-01-07
2951,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2019-05-21,Inactivo,2020-07-04
2952,Administrativa,Recursos Humanos,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2019-05-21,Inactivo,2020-07-13
2953,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Tiempo Completo,Presencial,2019-05-24,Inactivo,2020-11-18
2954,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Parcial,Presencial,2019-05-25,Activo,
2955,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Remoto,2019-05-26,Inactivo,2020-07-01
2956,Administrativa,Recursos Humanos,Baja California,Con Grado,Mujer,Parcial,Remoto,2019-05-27,Inactivo,2020-10-13
2957,Administrativa,Recursos Humanos,Jalisco,Con Grado,Hombre,Parcial,Remoto,2019-05-29,Inactivo,2020-02-19
2958,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Hombre,Medio Tiempo,Presencial,2019-05-29,Inactivo,2020-07-17
2959,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Hombre,Parcial,Presencial,2019-05-29,Activo,
2960,Administrativa,Recursos Humanos,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2019-05-29,Activo,
2961,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Parcial,Remoto,2019-05-30,Inactivo,2020-06-05
2962,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-06-02,Inactivo,2020-04-18
2963,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2019-06-02,Activo,
2964,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2019-06-03,Inactivo,2020-03-09
2965,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2019-06-03,Inactivo,2020-06-15
2966,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2019-06-03,Activo,
2967,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2019-06-04,Inactivo,2020-07-22
2968,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2019-06-04,Activo,
2969,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Medio Tiempo,Remoto,2019-06-05,Inactivo,2020-08-01
2970,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-06-06,Inactivo,2019-10-10
2971,Operativa,Ingeniería y Tecnología,Nuevo León,Posgrado,Hombre,Tiempo Completo,Remoto,2019-06-08,Activo,
2972,Administrativa,Logistica,Baja California,Sin Grado,Hombre,Tiempo Completo,Remoto,2019-06-09,Inactivo,2019-10-08
2973,Administrativa,Servicio a cliente,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2019-06-09,Inactivo,2020-07-14
2974,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Hombre,Medio Tiempo,Remoto,2019-06-10,Inactivo,2020-04-02
2975,Administrativa,Ventas y Marketing,Estado de México,Sin Grado,Mujer,Medio Tiempo,Remoto,2019-06-10,Activo,
2976,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2019-06-12,Inactivo,2020-06-06
2977,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Parcial,Remoto,2019-06-13,Activo,
2978,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2019-06-14,Activo,
2979,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2019-06-14,Activo,
2980,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2019-06-16,Inactivo,2020-07-21
2981,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Parcial,Presencial,2019-06-17,Inactivo,2020-04-27
2982,Administrativa,Logistica,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Presencial,2019-06-17,Inactivo,2020-07-05
2983,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2019-06-18,Inactivo,2019-09-28
2984,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2019-06-18,Inactivo,2019-12-25
2985,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Remoto,2019-06-18,Activo,
2986,Administrativa,Logistica,Jalisco,Sin Grado,Hombre,Tiempo Completo,Presencial,2019-06-22,Inactivo,2020-03-10
2987,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2019-06-22,Inactivo,2020-03-18
2988,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Parcial,Presencial,2019-06-22,Activo,
2989,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2019-06-22,Activo,
2990,Administrativa,Recursos Humanos,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2019-06-22,Activo,
2991,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Parcial,Remoto,2019-06-23,Inactivo,2020-02-24
2992,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2019-06-23,Inactivo,2020-07-01
2993,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2019-06-23,Activo,
2994,Administrativa,Finanzas y Contabilidad,Estado de México,Posgrado,Hombre,Medio Tiempo,Presencial,2019-06-24,Inactivo,2020-11-06
2995,Administrativa,Logistica,Jalisco,Posgrado,Mujer,Medio Tiempo,Remoto,2019-06-24,Activo,
2996,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Parcial,Remoto,2019-06-25,Inactivo,2020-02-26
2997,Administrativa,Logistica,Jalisco,Sin Grado,Hombre,Tiempo Completo,Remoto,2019-06-26,Inactivo,2020-10-19
2998,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Tiempo Completo,Presencial,2019-06-27,Inactivo,2020-03-08
2999,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2019-06-27,Inactivo,2020-08-12
3000,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Parcial,Presencial,2019-06-27,Activo,
3001,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2019-06-29,Activo,
